id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
234707,"Sysco South Florida",www.syscosouthflorida.com,Wholesale,10,https://media.glassdoor.com/sqll/234707/sysco-south-florida-squarelogo-1426145940315.png,3.5,Satisfied,3.2,2.6,3.8,3.3,2.8,0.5,6383848,"2015-04-19 18:00:43.07","Delivery Driver","Palmetto; FL","Delivery Driver","Very fast pace....great Pay.    the benefits were top of the line.","Had a few scheduling issues.    the routers could not get together to tell me what days/times i was working",4,"Thomas Crytser",President,2,100,0
18851,"SYSCO Food Services of Baltimore",www.sysco.ai,Wholesale,10,https://media.glassdoor.com/sqll/18851/sysco-food-services-of-baltimore-squarelogo.png,2.5,OK,2.5,2.6,3.6,2.7,2.0,0.2,6375228,"2015-04-18 07:32:54.457",Supervisor,"Baltimore; MD",Supervisor,"Fast Pace; think or sink environment; excellent learning environment. Good upper level management.  Solid stable company","14 to 15 hour work days; terrible mid management squabbling which confuses employees.  No work life balance.  Favoritism;  inexperience and immaturity from particular mid level managers and assistant managers",3,"Keith D. Shapiro","President and CEO",6,54,46
19193,"SYSCO Food Services of Metro New York",www.syscometrony.com,Wholesale,10,https://media.glassdoor.com/sqll/19193/sysco-food-services-of-metro-new-york-squarelogo-1442406465804.png,2.9,OK,1.9,2.4,3.0,2.6,2.3,0.2,8954343,"2015-12-18 10:41:48.033","Truck Driver","Jersey City; NJ","Great pay","The pay is really good but you have to kill yourself for it. Stock program is really good. That's about it","Everything. They work you like a dog. Don't care about you or anything going on in your life. Just worry about them.",5,"Phil Lahm",President,3,53,47

246,FedEx,www.fedex.com,"Express Delivery Services",1970,https://media.glassdoor.com/sqll/246/fedex-squarelogo.png,3.7,Satisfied,3.6,3.2,3.5,3.4,3.5,0.8,9046305,"2016-01-01 10:22:38.897","Assistant Manager","Memphis; TN","middle mangement","Great company with many opportunities for advancement","demanding and work life balance can be challenging at times",4,"Fred Smith","Chairman; President; and CEO",1094,88,12
15813,"FedEx Freight",www.fedex.com/us/freight,Trucking,295,https://media.glassdoor.com/sqll/15813/fedex-freight-squarelogo-1384204601450.png,3.8,Satisfied,3.6,3.3,4.2,3.8,3.5,0.8,9027063,"2015-12-29 15:16:30.723","Forklift Operator","Selma; TX","Foot in the door.","Great work environment; and amazing benefits package.   Good team-oriented warehouse.  Even the CEO started out on a forklift.","Part-time.   Full time positions only come open when someone retires.",4,"William J. Logue","President & CEO",61,78,22
16846,"FedEx Ground",www.fedex.com/us/ground,"Logistics & Supply Chain",1160,https://media.glassdoor.com/sqll/16846/fedex-ground-squarelogo.png,3.5,Satisfied,3.2,3.0,3.3,3.3,3.1,0.7,9041940,"2015-12-31 11:04:36.597",Contractor/Vendor,"Elgin; IL","CDL A Driver Contractor/Vendor","Owner operator opportunities VERY good","Lack of benefits not good as contractor",5,"Henry J. Maier","President and CEO",239,76,24
3959,"FedEx Office",www.fedexoffice.com,"Business Service Centers & Copy Shops",1065,https://media.glassdoor.com/sqll/3959/fedex-office-squarelogo.png,3.1,OK,3.1,2.7,3.0,3.0,2.8,0.5,9047151,"2016-01-01 13:25:53.863",Employee,,"Great experience","Good team to work for.","Be prepared for fast changes and act on them.",5,"Brian D. Philips","President and CEO",573,62,38
22767,"Fedex Express",www.fedex.com/us/express,"Express Delivery Services",1007,https://media.glassdoor.com/sqll/22767/fedex-express-squarelogo.png,3.6,Satisfied,3.5,3.2,3.7,3.4,3.3,0.7,9046060,"2016-01-01 09:30:44.073",Employee,"Issaquah; WA","Good Company","I was a part-time driver at FedEx Express. It was a good place to work. They always trained you for your job responsibilities.","I found that working at FedEx Express it was tough physical work. In the winter you were cold and in the summer you were hot.",4,"David J. Bronczek","President; CEO; and Director",518,80,20
37585,"FedEx SmartPost",www.fedex.com/us/smartpost,"Express Delivery Services",86,https://media.glassdoor.com/sqll/37585/fedex-smartpost-squarelogo-1387230799780.png,2.9,OK,3.1,2.3,3.0,2.9,2.9,0.5,8832610,"2015-12-05 13:16:17.433",Employee,"Augusta; GA","Parcel Assistant","Great pay and benefits. Burn calories.","Hard on your back and sore the day after.",5,"Barbara Wallander","President & CEO",30,84,16
18074,"FedEx Freight East",www.fedex.com/us/freight,,54,https://media.glassdoor.com/sqll/18074/fedex-freight-east-squarelogo.png,3.2,OK,2.8,2.5,4.0,3.2,2.9,0.6,8155021,"2015-10-02 06:14:05.197",Biller/Receptionist,"Homestead; FL","Best job","Amazing people that worked there. Family oriented.","Hours were never enough very low on budget.",5,"Frederick W Smith","President; Chairman & CEO",13,68,32
23854,"FedEx Trade Networks Transport & Brokerage",www.ftn.fedex.com,"Logistics & Supply Chain",47,https://media.glassdoor.com/sqll/23854/fedex-trade-networks-transport-and-brokerage-squarelogo.png,3.5,Satisfied,3.4,3.0,3.4,3.1,3.5,0.6,8821539,"2015-12-04 06:01:52.03",Employee,,"Senior Entry Coordinator","People are friendly; including managers.","Salary is low; job is not challenging",5,"Fred Schardt","President & CEO",14,89,11
16836,"FedEx Custom Critical",customcritical.fedex.com,Trucking,35,https://media.glassdoor.com/sqll/16836/fedex-custom-critical-squarelogo.png,2.7,OK,3.3,2.7,2.7,2.2,3.0,0.6,9032194,"2015-12-30 07:24:19.547",Employee,,"Best Expedite Company out there","FedEx is the highest paid expedite company out there.  They have brand new trailers; for the most part they keep you moving.  Just like any other trucking company; there are slow periods but that comes with the industry.  We owned our own truck and leased on with FedEx until our turbo blew and forced us into driving for an owner.","Only way to work for FedEx is to own your own truck or drive for an owner.  Driving for an owner is the reason my wife and I left after 8 years.  They rob the drivers and FedEx won't get involved.  FedEx needs to come up with a Lease Purchase program like Panther has.",5,"Virginia C. Albanese","President and CEO",20,80,20
17296,"FedEx Trade Networks",www.ftn.fedex.com,"Logistics & Supply Chain",26,https://media.glassdoor.com/sqll/17296/fedex-trade-networks-squarelogo-1424182422128.png,3.2,OK,3.0,2.8,3.1,2.6,3.3,0.5,8877279,"2015-12-09 23:16:08.48","Release Analyst","Romulus; MI","Great Company","Benefits start the same day you do; Regional manager at the time was very personable; Family like atmosphere at times","Limited room for advancement; Favoritism is a problem; Lack of appreciation for hard work can cause employees to feel undervalued",4,"Fred Schardt","President and CEO",13,93,7

438,Merck,www.merck.com,"Health Care Services & Hospitals",1651,https://media.glassdoor.com/sqll/438/merck-squarelogo-1372450643429.png,3.2,OK,3.1,2.6,3.4,2.8,3.3,0.6,9025808,"2015-12-29 12:41:56.077","Senior Vaccine Account Representative","Seattle; WA","Sr. Vaccine Account Representative","Schedule; Product Portfolio and Training","Employee Development and Advancement.  There is no real opportunities for employees to move up within their current geographical location.  Everything offered in that situation is offered first to the most tenure re-treads even if under qualified.",4,"Kenneth C. Frazier","President & CEO",635,57,43
23624,Telerx,www.telerx.com,"Staffing & Outsourcing",165,https://media.glassdoor.com/sqll/23624/telerx-squarelogo.png,2.4,Dissatisfied,2.4,2.1,2.3,2.2,2.5,0.3,9050933,"2016-01-02 06:56:47.523","Customer Service Representative","Philadelphia; PA","customer service rep","excellent training and laid back work environment; low stress easy working environment.  Management always helpful and normal work hours. Good benefits and matching 401k","Pay is below national average typical call center job; hard to build up PTO",3,"Linda Schellenger",President,103,39,61
8715,"Merck KGaA",www.merck.de,"Biotech & Pharmaceuticals",64,https://media.glassdoor.com/sqll/8715/merck-kgaa-squarelogo.png,3.6,Satisfied,3.6,3.0,3.8,3.1,4.1,0.7,8797353,"2015-12-01 23:44:43.14","Sourcing Manager","Darmstadt (Germany)","Tolles Unternehmen","Unternehmen zu 70 % in Familien-Besitz","Die internen Abstimmungsprozesse sind verbesserungswürdig",5,"Karl-Ludwig Kley","Chairman of Executive Board",19,82,18
36590,"Merck Sharp & Dohme",www.msd-uk.com,"Biotech & Pharmaceuticals",268,https://media.glassdoor.com/sqll/36590/merck-sharp-and-dohme-squarelogo.png,3.3,OK,3.3,2.8,3.7,3.0,3.4,0.6,8907142,"2015-12-13 16:43:09.503","Associate Specialist","Jacksonville; FL","Associate Specialist","The company has a great vision and outlook for their next few years.  I think they have a good pipeline and the CEO is very knowledgable and inspiring.","Work life balance is a little off currently and the management needs to really listen to their employees and implement some changes in order get people engaged again.",4,"Kenneth C. Frazier","Chairman of the Board; President;  & CEO",102,76,24
10391,"Merck Serono",www.merckserono.com,"Biotech & Pharmaceuticals",62,https://media.glassdoor.com/sqll/10391/merck-serono-squarelogo.png,3.1,OK,2.9,2.7,3.3,3.0,3.6,0.4,8922674,"2015-12-15 08:02:49.417",Employee,,"Associate Medical Director Latin Marica Oncology","Company is open to new ideas","Company's processes are still subpar",5,"Paris Panayiotopoulos","President and Managing Director",9,52,48
38605,"MSD Animal Health",www.merck-animal-health.com,"Biotech & Pharmaceuticals",22,https://media.glassdoor.com/sqll/38605/intervet-squarelogo-1424852994610.png,3.7,Satisfied,3.4,2.9,3.7,2.7,3.6,0.7,8052961,"2015-09-23 12:36:32.267","Technical Manager","Dallas; TX","Technical Services Veterinarian","very flexible scheduling  Excellent talent development   Easy to move within the company and explore new positions","relocation to New Jersey for corporate positions",5,"Raul E. Kohan",President,4,81,19
248680,"Merck Canada",www.merck.ca,"Biotech & Pharmaceuticals",14,https://media.glassdoor.com/sqll/248680/merck-canada-squarelogo.png,3.1,OK,2.3,2.4,3.9,2.7,3.4,0.4,4050386,"2014-04-13 08:25:11.93","Pharmaceuticals Sales Representative","Winnipeg; MB (Canada)","Great Company to work for","Great benefits; great pay and company is well respected.","Upper management really changed after buyout of Schering Plough. Wasn't fun anymore.",5,"Thomas Cannell","President & Managing Director",1,0,100
13591,"Johnson & Johnson- Merck Consumer Pharmaceuticals",www.mylanta.com,"Biotech & Pharmaceuticals",11,,3.2,OK,3.7,3.1,4.1,3.4,3.4,0.4,8640863,"2015-11-14 04:14:10.527","Senior Territory Manager","Hopkinton; MA","Senior Territory Manager","Best training.  Great co workers with excellent base pay and benefits package.","Job can become routine and not challenging if a motivated person just get stuck in the field for more than 5 years.",5,"Calvin Schmidt",President,5,47,53
947072,"Merck Millipore",www.emdmillipore.com,"Research & Development",5,https://media.glassdoor.com/sqll/947072/merck-millipore-squarelogo-1422385304898.png,2.4,Dissatisfied,1.7,1.3,2.3,1.7,3.0,0.0,8126097,"2015-09-29 21:35:09.033",Employee,"Bangalore (India)","Senior Engineer","Good policies and system; especially in Procurement areas. strong in financials backups and good transparency.","week in Employee cultural areas and HR related activities.",4,"Udit Batra","CEO & President",2,0,100
185589,"Merck & Company; Inc- Fire",,"Municipal Governments",4,,3.5,Satisfied,4.0,3.4,3.9,2.9,3.8,0.8,558723,"2010-07-07 14:46:21.64","Lead Software Engineer","Whitehouse Station; NJ","Great Place for Dept. IT; Avoid Corp. IT","Excellent and rapid feedback. Managers contribute to solving problems; particularly with their access to higher levels of approval or management. Very accommodating to personal needs.","Most IT work outsourced to India. Requirements gathering; and some architecture; for all large projects done in-house; but then engineering and actual development outsourced. Very cumbersome process for getting anything done by corporate IT. Many departments hire their own IT people; but under misleading titles; to get smaller projects done in-house. Most remaining engineering and coding done by on-site contractors.",4,--,--,--,--,--

5156,"INTL FCStone",www.intlfcstone.com,"Brokerage Services",45,https://media.glassdoor.com/sqll/5156/intl-fcstone-squarelogo-1410365563139.png,3.1,OK,3.1,3.4,3.3,3.3,3.7,0.7,9040871,"2015-12-31 08:34:56.937","Risk Management Associate","London; England (UK)","Risk Management Associate","Great opportunity to learn about the markets  Good senior leadership  Well perceived in several commodity markets as being one of the leading brokerage houses","Difficult to grow within company due to flat management structure  Pay is not the best   No structured training programme   No clear career path for young employees",4,"Sean M. O'Connor","CEO and Director",21,84,16

581,Safeway,www.safeway.com,"Grocery Stores & Supermarkets",2101,https://media.glassdoor.com/sqll/581/safeway-squarelogo-1383762238116.png,2.9,OK,2.8,2.5,2.8,2.9,2.7,0.4,9026060,"2015-12-29 12:35:13.063","PreMedia Production Coordinator","Tracy; CA","Marketing/Advertising Department","Assessments were done on time. Lots of perks working there - grocery discount; cafeteria; free gym; clinic (across street);....etc. No micro managing of workers is a huge plus. Flexible time was awesome!","Too many cliques in the work place. Opportunity for advancement was pretty null; it all boiled down to not what you know; but who you knew within that clique.",4,"Bob Miller",CEO,155,43,57
553482,"Safeway Philtech",www.safewaymanila.com,"IT Services",8,,4.4,"Very Satisfied",4.1,4.1,3.9,4.3,4.2,1.0,3914667,"2014-03-21 15:08:16.737",Employee,,"Great Opportunity","Management team is very approachable; even the General Manager listens to what the staff has to say. Monthly employee recognition hour.","If you're not a fan of 24/7 work hours or being on call; this might not be a good fit for you.",4,--,--,--,--,--
